V1,V2,V3,V4,V5,V6,V7,V8
6923.9644,6895.889,6975.498,6862.9688,6918.129,6854.569,6917.641,6770.526
7083.8096,7109.8574,7172.6514,7124.396,7103.7285,7089.5796,7149.932,7052.4287
7175.53,7217.6694,7299.7188,7203.0806,7188.932,7180.2476,7228.0605,7077.667
7703.1636,7752.2017,7789.0435,7721.3726,7713.5796,7727.73,7762.265,7641.0454
1002.09375,971.12756,1244.8782,1484.9742,1081.3942,1021.7335,1247.814,1486.3414
9854.281,9802.369,9916.134,9999.497,10030.781,9928.5625,10012.499,10088.596
3355.3208,3347.1487,3333.409,3362.6086,3376.8857,3351.3965,3339.9307,3362.318
2610.3843,2586.6401,2619.4116,2665.9639,2662.802,2619.424,2641.4883,2679.6216
2488.6538,2473.2495,2481.2312,2505.8171,2504.9602,2479.222,2484.558,2501.8818
2534.8271,2524.223,2544.7761,2546.5803,2533.0088,2523.8894,2546.5388,2546.1057
1155.8834,1152.0015,1152.454,1153.6266,1155.4729,1152.5494,1154.706,1151.8304
3275.8105,3088.9133,3389.7354,3566.018,3391.0735,3175.296,3412.732,3579.1514
1758.9453,1765.2457,1786.2885,1784.729,1799.5616,1806.0037,1825.319,1824.7316
12717.647,12611.042,12631.397,12753.849,12966.159,12661.278,12620.951,12611.965
1204.2412,1206.4785,1304.664,1352.5216,1240.3696,1239.0046,1319.4995,1363.8203
2037.7888,2015.6194,2144.6152,2172.2437,2109.6577,2069.7288,2162.705,2170.923
2457.249,2496.5764,2457.1443,2516.2595,2515.8113,2519.8787,2476.251,2523.4385
4688.2173,4645.058,4806.533,4775.8994,4707.248,4653.3765,4777.636,4722.3047
5780.042,5755.2236,5822.872,5866.928,5914.1895,5809.959,5864.179,5882.555
6310.4907,6291.3926,6280.613,6364.7925,6359.5405,6269.3276,6239.2915,6269.057
9724.598,9676.772,9737.52,9880.323,9850.326,9703.318,9744.016,9817.877
5074.4297,5107.2646,5247.73,5341.7275,5124.9214,5103.2085,5202.082,5283.834
6020.871,5952.0986,6130.537,6234.819,6137.05,6038.916,6175.427,6272.2856
2325.822,2320.16,2340.4932,2332.9207,2323.639,2318.8171,2335.329,2327.3643
1369.5657,1369.876,1376.121,1373.3333,1368.2472,1366.925,1374.7405,1369.9706
7474.513,7076.0703,7431.45,8751.575,7494.082,7100.3955,7579.2246,8656.01
9143.185,9093.915,9168.55,9170.645,9131.51,9079.513,9155.856,9163.668
4878.337,4843.9927,4804.615,4814.65,4850.0186,4821.926,4839.545,4823.2837
1905.3981,1892.31,1886.9762,1885.564,1917.4452,1899.9518,1892.6537,1878.4562
3095.4277,3108.1736,3075.839,3086.3354,3100.6582,3106.8447,3078.5881,3081.343
2479.46,2490.934,2480.88,2491.8777,2479.044,2486.6301,2479.4275,2484.803
4795.8604,4702.991,4701.1196,4703.962,4830.4204,4712.7515,4703.5093,4653.301
8253.8125,8342.147,8310.983,8296.338,8336.284,8393.183,8363.239,8351.727
7165.89,7265.616,7231.028,7220.3145,7188.7983,7254.516,7222.8403,7221.727
10107.22,10227.341,10186.844,10062.066,10135.767,10241.736,10222.399,10086.913
9083.43,8989.592,8976.157,9010.184,9034.578,8921.056,8925.624,8934.227
4374.98,4283.53,4249.987,4308.9565,4301.8467,4262.5176,4312.7656,4335.134
6359.6377,6252.671,6332.2227,6390.7593,6285.8857,6193.2397,6253.3135,6243.6807
5362.2026,5512.9346,6015.5273,5991.366,5375.305,5535.004,5974.2803,6006.5044
5247.058,5290.564,5268.3945,5268.5996,5296.74,5322.949,5298.477,5293.249
1905.2625,1903.3782,1904.4236,1907.2046,1910.7103,1900.9973,1903.962,1906.7166
2122.724,2111.8542,2111.2605,2117.5286,2132.9954,2105.6309,2104.4224,2107.418
5414.9604,5455.8984,5412.51,5436.5166,5442.5693,5456.763,5422.843,5436.145
1287.5554,1300.1077,1279.6454,1281.9305,1305.5132,1315.2946,1298.3981,1298.6932
1923.0198,1917.5896,1920.814,1921.0254,1928.769,1915.0449,1918.1862,1917.793
3355.1313,3362.714,3372.243,3363.5266,3351.4385,3350.4182,3357.3813,3327.45
9611.451,9663.88,9616.721,9640.832,9560.848,9597.146,9557.851,9556.292
1417.4062,1394.9254,1424.2191,1431.1973,1416.6069,1380.4343,1397.0913,1377.816
8943.17,9090.573,9025.787,8989.211,8981.352,9046.742,8986.766,8920.66
9309.792,9483.639,9375.564,9377.091,9329.407,9420.463,9333.357,9315.278
1483.8104,1506.4568,1495.1914,1465.8671,1495.3309,1501.2944,1491.9373,1450.3586
5785.267,5792.6006,5802.33,5796.3633,5778.0317,5766.3267,5766.101,5738.535
2595.0486,2583.4417,2612.7515,2579.6323,2591.25,2575.8394,2608.1558,2566.7366
1656.1221,1653.7375,1661.4528,1667.08,1661.8069,1647.1005,1649.4485,1647.6372
6881.8965,6901.9004,6871.429,6896.883,6877.893,6858.7295,6817.581,6805.486
2927.8691,2925.381,2964.1023,2918.4485,2941.456,2934.5625,2967.7432,2921.7783
1472.6538,1480.9036,1475.5212,1473.449,1486.0171,1486.4198,1482.173,1479.0326
7280.843,7291.9194,7302.344,7277.935,7282.3687,7278.4023,7280.686,7246.3477
9354.408,9409.971,9426.499,9324.941,9375.307,9451.25,9461.233,9339.956
1376.1542,1386.2552,1396.4039,1392.0574,1377.6344,1392.425,1402.8134,1392.7146
2831.5632,2857.0466,2914.7395,2962.5725,2965.0845,2940.4668,2981.3896,3020.014
2095.186,2103.4033,2102.7283,2113.4307,2102.6636,2109.9868,2120.512,2129.1914
3009.747,3041.3496,3119.1877,3200.1873,3293.1826,3256.8564,3321.7888,3407.1099
3260.4324,3258.3945,3351.9375,3461.3352,3503.1428,3428.8276,3488.7883,3583.3513
4729.3364,4795.5566,4883.034,4924.6245,4874.8877,4883.8813,4951.478,5007.6045
6367.5464,6574.1084,6736.167,6895.848,6899.0903,6981.036,7038.3003,7157.3877
10970.477,11132.454,11247.107,11389.1,11555.738,11555.34,11664.707,11822.992
3201.5552,3244.7126,3307.1118,3256.1138,3239.2104,3275.4163,3325.334,3275.3994
1097.6176,1103.037,1100.0194,1101.9275,1104.736,1095.0317,1080.4231,1064.1218
10720.914,10793.888,10853.881,10878.704,10864.715,10930.981,10964.48,10977.61
4859.5854,4878.944,4863.671,4922.9346,4877.9023,4871.5303,4842.4985,4800.3076
3976.1194,3947.449,3890.8591,3917.2588,4004.2915,3928.7405,3893.9973,3901.391
5303.516,5339.532,5379.0522,5454.0747,5516.3486,5495.817,5517.2656,5579.7905
3070.7039,3089.5945,3114.9016,3161.95,3176.3235,3156.6313,3175.184,3214.8108
1615.043,1618.0502,1628.982,1641.8932,1648.0023,1642.1364,1649.7964,1661.3876
13619.213,13621.214,13725.673,13864.865,13917.24,13833.289,13907.647,14032.887
17895.496,18038.79,18260.322,18503.732,18612.74,18605.748,18744.846,18965.945
17450.047,17588.068,17807.225,18046.467,18153.475,18143.709,18282.516,18500.27
1688.4481,1698.3247,1720.108,1730.947,1728.0114,1719.4263,1736.4441,1744.2051
6806.832,6810.8535,6810.8945,6813.6245,6807.745,6814.8804,6821.688,6813.3716
4523.8975,4525.597,4525.407,4527.642,4523.3384,4526.277,4531.984,4526.1035
2194.9963,2198.3406,2204.4543,2200.6248,2192.3452,2187.3857,2195.099,2183.456
3440.9167,3452.705,3494.1836,3540.3408,3479.776,3445.2026,3509.2185,3492.098
12239.439,12233.664,12295.317,12337.0205,12268.969,12207.495,12253.102,12249.558
34178.76,35131.47,36226.68,35922.06,35990.758,36330.355,36653.543,35855.86
1104.4249,1105.2693,1109.8137,1113.014,1108.2798,1105.0067,1108.8923,1108.3894
2383.628,2400.4302,2415.4976,2431.889,2435.4556,2443.3396,2449.3955,2460.8987
3829.0596,3828.1406,3870.8516,3909.8394,3860.7485,3822.9722,3853.3213,3863.8994
8301.406,8279.47,8379.864,8488.056,8354.68,8229.058,8315.889,8346.9795
8399.537,8340.797,8407.713,8491.136,8465.262,8407.466,8463.963,8476.156
1074.6802,1076.9949,1082.1042,1084.7467,1077.0209,1073.3564,1077.0167,1073.1123
7197.6553,7201.3594,7199.0806,7192.4126,7188.7036,7193.365,7201.3506,7190.0786
1579.8972,1593.2615,1604.7566,1616.1311,1617.9841,1623.3815,1627.7327,1635.4089
3975.7139,3951.1199,3967.0913,3973.357,3971.4534,3957.7056,3978.7996,3968.0774
5914.3584,5888.851,5902.2495,5912.347,5919.201,5891.93,5907.2925,5898.7637
8999.411,8972.32,8959.274,8950.372,8975.691,8956.582,8996.087,8945.094
21242.428,21372.365,21476.777,21554.637,21589.58,21655.09,21712.059,21766.162
2423.3481,2409.4404,2433.6797,2443.679,2420.431,2387.4832,2412.888,2408.7427
1462.0067,1516.4668,1593.4226,1600.9468,1520.152,1507.7465,1553.4741,1486.8357
6839.2065,6820.3457,6873.191,6921.0635,6845.5576,6767.625,6821.3423,6830.1743
4261.107,4272.218,4282.6963,4291.7046,4275.655,4272.3735,4282.7944,4270.0737
2264.7983,2272.0334,2309.03,2296.9211,2271.6885,2263.1472,2287.0195,2262.7786
2285.5154,2286.4092,2291.6125,2295.4448,2287.2415,2282.563,2287.607,2286.166
6062.99,6070.1724,6109.944,6142.3794,6099.3906,6068.1836,6096.0723,6099.5625
