V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
2029.534,2027.4564,2028.5212,2025.0747,2028.1385,2027.7803,2029.4431,2025.9135,2025.3995,2028.3113,2021.4128,2018.2561,2020.662,2018.1345
2969.824,2977.6646,2993.0435,3005.3242,3022.2065,3023.685,3034.563,3034.152,3036.7708,3044.345,3039.1958,3033.7634,3034.1545,3029.8545
1107.7623,1121.9589,1145.575,1153.2922,1166.5989,1160.7303,1176.6417,1165.1862,1164.6868,1169.1974,1142.8109,1135.512,1136.6602,1137.5231
1265.7803,1299.743,1353.9293,1360.8748,1376.8699,1360.5465,1417.3544,1411.9998,1450.7438,1489.873,1459.6172,1426.3286,1487.7952,1456.4414
5883.201,5872.6685,5868.626,5850.1064,5850.9053,5846.3926,5840.3633,5829.779,5825.5483,5829.3413,5801.5347,5793.2954,5808.3857,5795.939
3055.2434,3010.2148,3003.7563,2982.6355,2992.8784,3002.577,3041.1357,3067.8567,3105.696,3149.9204,3142.6118,3168.7063,3216.2783,3238.819
4386.882,4357.9863,4408.187,4342.216,4357.726,4242.0366,4293.046,4104.984,4042.901,4200.854,3947.9224,3979.34,4012.7234,4078.1108
1735.8763,1732.4927,1733.3247,1726.6045,1727.8267,1726.2914,1728.7227,1729.488,1733.0361,1737.5745,1731.5469,1727.8066,1735.9376,1730.757
1587.9803,1585.1562,1586.0409,1580.2189,1581.3633,1579.9889,1582.2228,1583.1062,1586.3683,1590.4425,1585.4432,1582.1951,1589.4489,1584.9037
2611.2554,2593.0103,2589.6343,2574.4236,2573.0498,2569.9553,2572.161,2575.992,2579.2017,2588.4028,2576.91,2577.154,2582.8723,2575.7107
2432.9612,2423.08,2411.3245,2400.1257,2386.8457,2383.971,2381.9316,2381.0352,2383.7136,2392.5447,2392.4133,2393.6816,2408.8718,2418.8171
3649.1738,3628.2273,3621.5671,3600.098,3600.4214,3596.387,3594.6829,3586.483,3581.9482,3586.9316,3565.0264,3556.75,3562.1655,3557.1467
7167.175,7136.8677,7122.086,7096.7485,7101.2324,7084.1577,7072.079,7040.501,7009.381,7036.5664,6968.584,6929.8794,6924.9385,6904.098
5746.569,5749.538,5760.145,5738.9297,5748.729,5734.759,5729.7676,5702.04,5703.2476,5710.926,5659.1436,5648.1514,5700.457,5671.0293
7730.7627,7526.7847,7466.0874,7220.5527,7125.003,7079.6475,7067.659,6889.8677,6826.8125,6827.084,6376.0312,6268.524,6467.112,6495.13
3074.1487,3075.9246,3077.0315,3080.0137,3077.0525,3077.138,3075.8184,3076.8003,3074.6003,3080.6577,3073.2493,3068.7317,3070.9536,3073.3467
4012.1445,3999.9636,3993.485,3973.4375,3970.7847,3964.032,3954.7024,3944.078,3932.3154,3945.171,3919.101,3911.0945,3918.6838,3911.0256
9526.277,9523.391,9524.455,9518.943,9515.5,9512.133,9515.742,9514.578,9519.245,9538.402,9524.1875,9520.551,9521.671,9520.058
2696.2156,2695.5774,2707.6938,2690.5894,2700.4636,2696.6196,2692.901,2673.316,2671.7349,2681.3862,2653.093,2654.2336,2684.688,2666.8398
10842.947,10848.367,10854.265,10863.321,10861.928,10873.706,10878.575,10884.25,10865.708,10890.62,10841.601,10843.826,10835.032,10831.286
2685.165,2684.5955,2696.9612,2679.8953,2690.086,2686.376,2682.9363,2663.201,2661.5066,2671.211,2642.42,2643.389,2673.7478,2655.9016
2853.6692,2834.0784,2845.2317,2824.457,2846.0625,2855.0186,2872.3018,2889.904,2921.6958,2956.4036,2936.2676,2926.7715,2952.928,2929.5671
1874.8401,1858.864,1861.537,1861.4785,1878.8976,1884.7631,1916.0126,1930.1885,1950.2744,1978.4237,1969.5736,1972.7643,1969.49,1973.8711
2542.9792,2526.3252,2537.9963,2520.5925,2540.7595,2548.8435,2565.4277,2582.137,2611.6318,2643.181,2626.3376,2617.689,2640.786,2621.0088
1561.1355,1550.8071,1556.375,1557.6989,1573.5015,1580.1685,1603.0266,1615.6031,1630.5631,1652.7512,1646.5658,1644.8346,1645.2596,1643.5049
2379.6228,2367.908,2379.2998,2365.2815,2383.017,2389.899,2401.4739,2411.9463,2436.075,2462.4375,2442.272,2432.1907,2452.8394,2428.525
1676.0226,1661.999,1664.5356,1664.6697,1680.1816,1685.0663,1712.8792,1725.555,1744.0702,1769.644,1761.9417,1764.859,1761.5499,1765.8596
425.0666,423.46738,425.10394,423.26385,424.61395,422.7183,425.9514,424.41666,423.49936,434.50168,422.9084,425.9985,424.68576,425.55783
6416.191,6394.4526,6383.0415,6336.162,6324.1187,6318.715,6306.989,6305.625,6312.0493,6326.067,6301.9663,6315.781,6368.088,6359.958
610.8826,608.5842,610.9357,608.2912,610.2308,607.5067,612.15295,609.9466,608.6287,624.4404,607.77875,612.2195,610.3322,611.5857
2096.726,2088.8958,2079.4253,2072.5647,2070.6536,2063.9968,2064.8726,2056.6108,2051.9287,2065.6802,2046.3372,2044.8386,2039.512,2033.0222
