V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
612.4588,573.90594,584.5177,534.3302,514.76227,483.61475,541.2712,467.22986,522.45624,523.57605,589.77014,630.4254,648.0926,710.0917,757.5413,718.0854,763.36444,733.9714,801.024,759.17926,813.6837,722.5298,686.5745,667.771,655.3925,606.96295,553.997,527.0541,531.09216,476.90692,518.4989,535.03644,524.25616,583.1729,550.3151,615.4806,628.83704,655.3543,715.09796,743.1819,745.0524,759.2441,759.3457,717.6635,697.88635,692.5482,729.3441,687.93854
2739.8293,2556.4043,2584.5247,2355.1797,2249.859,2081.4932,2356.9775,2005.2019,2200.8354,2231.1177,2476.8174,2669.1433,2757.4675,3038.2615,3274.7573,3080.2217,3317.433,3212.392,3503.6665,3330.5361,3567.6885,3187.3271,3038.2332,2968.0803,2887.0232,2670.092,2423.0154,2301.932,2321.3801,2075.3464,2192.066,2254.4985,2261.8975,2441.8848,2333.0686,2625.4976,2668.6216,2740.991,3031.492,3185.8848,3240.9668,3298.691,3302.5754,3162.3076,3111.6338,3072.7122,3244.123,3057.5916
1144.5135,1082.4746,1095.0277,1009.6087,979.7511,924.25726,1003.9674,901.4085,927.87415,954.77264,1004.8174,1049.3663,1064.6796,1144.1284,1193.557,1161.8556,1231.6761,1225.7938,1284.9467,1241.4391,1303.4691,1213.4316,1183.9542,1172.2169,1142.9545,1101.7964,1035.0269,990.168,995.37115,919.71643,948.62085,944.2992,955.84216,1025.0017,993.2889,1055.5531,1050.3093,1063.8009,1138.3428,1186.616,1230.0692,1225.323,1219.1382,1191.2468,1212.9967,1191.5785,1261.0665,1223.3112
5063.087,4759.4097,4720.7925,4420.3403,4308.0747,3971.9976,4104.5537,3760.1084,3655.1118,3766.9102,3863.6917,4100.9727,4156.162,4390.3413,4819.67,4717.4756,5083.603,5030.875,5505.436,5127.0103,5720.3877,5219.134,5177.509,5203.647,5096.7773,4864.7246,4622.432,4441.3047,4345.5635,4060.5034,4057.7976,3862.0835,3885.5518,3975.6143,3648.851,4163.192,3996.1277,4163.004,4404.4004,4766.4785,4963.3237,4991.0347,5137.0474,5021.4673,5178.859,5070.11,5481.52,5232.716
2756.099,2440.6172,2520.8896,2227.932,2125.5369,1866.9097,2077.1543,1714.4067,1709.1903,1819.2412,1977.7437,2023.7125,2102.7795,2337.4377,2587.2332,2509.1055,2867.9966,2850.2751,3190.102,2906.9204,3325.3914,2901.7686,2811.0293,2899.645,2711.8042,2587.4321,2326.9846,2148.2861,2209.2876,1902.1892,2003.7423,1846.9897,1880.5339,2037.5273,1888.385,2088.513,2027.1082,2123.3313,2385.6055,2614.4272,2832.3472,2787.9336,2828.1426,2794.935,2939.916,2788.3052,3149.3557,2961.8257
5185.6357,5250.0576,5495.498,5438.2627,5775.2085,5897.4062,5922.9263,6227.2085,6192.0493,6271.8535,6664.25,6631.6523,6316.1343,6512.315,6484.1406,6429.961,6265.0283,5935.082,6266.669,5680.973,5865.238,5461.6543,5239.029,5277.757,5271.111,5300.988,5418.815,5609.08,5761.459,5868.436,6241.6475,6220.1587,6340.777,6537.6772,6542.1357,6620.1924,6382.052,6534.3833,6601.9204,6331.0957,6450.0986,6178.372,6006.824,5703.7705,5599.9243,5332.3813,5526.5347,5234.959
40622.71,37592.04,38172.145,35628.613,34535.64,31839.27,33576.555,30008.268,29723.543,30631.076,31901.41,32470.047,33060.645,35368.47,38162.77,37464.113,40892.605,40484.062,43628.47,41048.74,45007.555,41457.418,40632.11,41706.28,40137.418,38811.527,36714.43,34725.906,34813.277,32133.002,32595.887,31005.121,31320.488,32791.03,30798.666,33178.387,32239.826,33389.414,35843.844,38109.895,40217.934,39918.76,40492.766,40178.117,41679.117,40240.523,44050.63,42224.03
27945.826,26328.484,27101.848,25002.393,24189.383,23943.068,25991.986,23813.607,25947.016,26052.377,27584.129,29653.527,30204.959,32769.04,34601.633,32496.158,34226.133,33234.44,35827.06,33964.72,35620.68,32388.158,30255.113,29657.758,28873.5,27215.371,25588.94,24617.732,24988.777,22721.398,24824.025,25501.547,25523.049,28114.39,27265.93,29387.812,29365.03,30636.572,32800.55,33581.688,34419.742,34420.7,33837.67,32296.275,31111.84,31185.197,31996.006,30602.44
34817.434,33238.367,33455.695,31630.88,30468.266,29081.93,31319.93,28596.3,29940.223,30185.955,31718.947,33646.96,34392.24,36862.86,38968.004,37440.637,39656.254,38568.473,41179.875,39267.055,41724.81,38409.46,37094.855,36371.547,35778.4,34082.027,31855.928,30930.666,30942.395,28878.973,29599.143,30087.3,30399.52,31663.832,30803.922,33472.35,33498.1,34403.598,36563.613,38204.742,38835.984,39289.914,39483.094,37911.76,37616.77,37362.844,38857.37,37289.92
425.22247,415.02103,417.32883,405.22653,400.84366,393.83316,401.9499,388.85486,392.25067,395.71173,403.25967,407.8973,411.14,421.03485,430.38324,425.21063,437.7734,436.21185,447.24887,437.86646,449.45593,435.79916,429.6331,429.42432,426.00253,418.7709,407.93286,401.34717,403.14243,392.69223,398.8696,395.05807,395.53192,405.00708,399.70267,409.62976,408.6609,413.21326,421.35602,429.1265,435.95334,433.4852,436.17456,431.87585,433.80853,430.94855,441.65927,435.25
