V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
2026.186,2031.5424,2035.3373,2031.8698,2031.2458,2035.3353,2038.9955,2023.8661,2034.8975,2028.4255,2026.9369,2022.258,2020.9978,2011.8329
2971.7815,2993.141,3009.0845,3015.398,3022.046,3032.3867,3043.6704,3026.6482,3047.3755,3046.8965,3043.2905,3033.595,3033.3977,3017.7134
1111.3337,1156.1194,1177.2852,1169.8868,1172.4933,1191.9663,1208.3723,1158.7607,1197.2076,1185.9341,1168.4305,1151.3231,1153.15,1120.4473
1232.7035,1357.4088,1401.8505,1362.6722,1339.3479,1404.6224,1461.6208,1322.329,1481.3037,1454.3969,1446.4272,1411.0063,1428.8011,1333.2504
5876.4126,5898.1475,5905.388,5880.9985,5863.5796,5880.8066,5883.171,5817.3696,5858.571,5829.0635,5828.06,5809.1094,5807.8184,5772.22
3045.6328,3086.9045,3084.4526,3040.3872,3038.7432,3070.8582,3119.9404,3058.0989,3161.779,3177.9185,3197.4368,3211.8433,3250.9402,3229.3086
4349.3423,4711.5293,4784.665,4593.9497,4512.2544,4542.256,4628.5146,4018.3218,4417.196,4245.9023,4106.2407,3977.22,4035.6726,3838.0083
1733.6952,1741.7994,1745.1486,1736.8522,1731.0946,1740.945,1746.12,1727.0437,1744.9071,1738.8534,1740.6241,1735.5347,1737.1272,1724.2627
1585.9834,1593.2085,1596.2722,1589.076,1584.1309,1592.7899,1597.4192,1580.8975,1596.613,1591.6067,1593.2102,1588.8906,1590.4705,1579.279
2605.5396,2607.6765,2606.9536,2589.817,2580.7446,2593.5952,2600.3618,2570.78,2598.3396,2588.8818,2590.5032,2582.4045,2583.3152,2565.0205
2428.8352,2431.3533,2422.5835,2403.328,2391.871,2390.4336,2396.1973,2376.773,2394.3071,2396.7974,2400.009,2401.3125,2413.0654,2414.7297
3634.1184,3637.5532,3634.9868,3614.3933,3602.6113,3608.7483,3614.978,3572.3594,3598.0327,3578.4558,3577.9924,3563.0974,3562.413,3544.138
7143.019,7172.1836,7199.5703,7167.2354,7142.653,7146.798,7158.6367,7022.3774,7086.943,7028.9546,7007.753,6939.864,6924.5293,6858.442
5737.95,5820.113,5849.5186,5816.3916,5782.8135,5834.8184,5851.6606,5698.8687,5799.756,5737.7383,5734.943,5697.0635,5711.1523,5627.379
7622.4546,7851.6953,7871.1963,7536.626,7312.6484,7480.254,7547.2783,6746.134,7168.7383,6801.918,6718.501,6491.716,6513.4097,6185.0127
3076.5623,3091.6072,3098.0295,3092.6755,3089.2966,3090.9653,3096.3794,3077.051,3088.622,3086.6543,3082.2932,3074.047,3075.9087,3068.6147
