V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
36737.43,37007.645,37147.344,37063.74,37064.523,37254.453,36923.55,37125.81,37309.812,37498.12,37421.78,37272.402,37275.117
3643.1533,3677.7163,3692.617,3682.6426,3682.9226,3702.6204,3665.914,3693.5654,3714.9263,3738.5427,3733.056,3711.9524,3713.8887
9597.218,9590.766,9576.692,9561.978,9543.004,9540.612,9531.588,9521.989,9539.894,9546.553,9526.319,9574.467,9555.595
2216.4004,2252.7761,2279.113,2263.927,2266.159,2356.1853,2331.6584,2377.7534,2317.783,2391.1575,2326.6343,2348.9043,2278.7861
1432.8562,1563.9532,1601.2095,1583.0297,1650.0023,1707.7622,1638.1865,1585.9476,1576.5791,1599.5262,1540.2935,1542.636,1512.2714
455.20715,496.255,531.51025,518.94226,496.85718,543.76904,488.1144,539.8626,487.4853,576.4798,538.47986,497.0247,430.06335
2828.516,2898.0117,2875.936,2924.8367,2911.2773,2996.0503,2905.3713,2851.5786,2748.359,2891.0696,2755.542,2794.3467,2656.853
2575.5576,2638.825,2566.5303,2543.2327,2543.1084,2605.796,2434.4155,2345.8816,2243.301,2389.461,2192.0764,2208.6018,2110.5715
6842.332,6788.429,6615.2695,6602.1094,6487.447,6650.487,6376.6357,6275.151,6072.1714,6312.5215,6072.7085,6095.1504,5924.324
5046.7905,5026.2764,4980.721,4957.583,4941.507,4964.248,4957.444,4918.5854,4895.957,4922.77,4859.3594,4921.365,4918.67
335.5403,356.3943,367.6572,352.86224,359.0443,373.73175,344.21658,359.70547,362.99133,379.59845,371.63104,364.61017,361.25665
1035.155,1041.1617,1040.1583,1039.278,1039.6687,1045.1831,1043.4049,1041.5935,1038.6328,1040.0985,1035.5491,1037.1411,1040.0374
2332.6182,2301.6345,2269.6921,2258.4517,2248.5874,2273.8015,2250.4504,2229.6316,2193.0962,2206.956,2182.2185,2229.7192,2197.1372
2328.7268,2301.1636,2272.8684,2264.551,2251.6787,2273.8013,2253.7954,2232.807,2202.2275,2215.9224,2191.036,2235.1733,2201.9072
4394.245,4201.707,4001.0244,3934.5923,3837.2249,3997.6213,3822.2222,3689.923,3440.0234,3533.6409,3347.6982,3656.7922,3439.7131
4394.245,4201.707,4001.0244,3934.5923,3837.2249,3997.6213,3822.2222,3689.923,3440.0234,3533.6409,3347.6982,3656.7922,3439.7131
11990.243,11990.142,11968.451,11968.593,11962.466,11990.592,12006.493,11976.356,11960.047,12002.24,11949.297,12000.185,11980.823
4309.8647,4352.5596,4366.911,4353.565,4359.581,4379.332,4334.0757,4358.9893,4368.418,4397.29,4381.5273,4383.322,4375.9893
2608.2075,2686.4597,2719.5405,2722.133,2749.3096,2942.7595,2980.7178,2955.0662,2928.6682,3093.0977,2891.2317,3085.5623,2854.3992
