V1,V2,V3,V4,V5,V6
7308.907,7276.6475,7325.8345,7247.78,7368.938,7366.236
1419.6343,1287.5981,1356.0541,1204.2548,1434.1765,1509.7109
8640.708,8695.6875,9149.89,8999.435,9739.198,9811.769
9973.243,10040.574,10562.642,10403.702,11246.827,11340.15
7154.7993,7237.1963,7821.609,7605.3853,8601.052,8714.446
4095.7378,4146.584,4448.92,4337.6826,4893.5596,5013.7827
3679.517,3712.9612,3934.9412,3841.0,4281.1787,4403.732
2387.0781,2378.7876,2383.2168,2371.6248,2389.733,2393.3428
2304.1877,2309.2944,2359.5737,2341.132,2430.3318,2447.4473
2302.4336,2292.8384,2318.4365,2300.0588,2358.898,2382.7166
1488.7723,1492.5693,1520.0513,1510.0282,1560.4597,1571.5835
2010.4326,2023.4539,2120.519,2086.548,2251.67,2277.6438
4868.566,4870.635,5132.836,5017.3726,5458.321,5463.1855
5196.0356,5202.3975,5422.2744,5316.579,5690.7686,5678.6177
5531.5815,5555.1113,5861.416,5739.1777,6260.2656,6271.955
2618.496,2576.011,2626.8362,2532.1006,2696.3848,2690.9978
3936.8018,3945.7324,4128.3315,4026.9683,4352.209,4343.3604
3245.5051,3223.1243,3299.7307,3211.76,3393.4138,3387.856
3148.2485,3239.808,3673.069,3479.205,4324.151,4545.837
6539.293,6581.374,6833.698,6755.7095,7220.4233,7331.3184
9586.387,9728.635,10474.84,10235.423,11586.479,11893.254
4414.962,4445.842,4724.125,4580.1816,5168.345,5369.569
9114.976,8789.106,8996.232,8612.795,9321.206,9511.967
8646.543,8472.595,8694.115,8506.121,9112.274,9399.381
2416.5208,2443.3804,2592.9514,2531.4492,2822.4163,2909.0562
7347.458,7316.0293,7714.176,7531.6045,8391.416,8711.781
1772.6375,1782.3809,1873.5742,1831.2302,2031.9294,2105.8079
1712.6981,1703.5896,1772.1035,1736.0765,1893.8611,1958.5325
4169.648,4169.986,4256.7383,4218.0034,4398.182,4456.05
4516.7046,4539.639,4753.849,4674.502,5040.2246,5088.6396
3698.6233,3660.932,3681.033,3631.3594,3716.0786,3726.7458
5421.336,5440.0835,5578.304,5524.2188,5785.5044,5845.706
1275.3936,1279.0664,1319.9418,1302.9003,1372.5309,1381.2107
1695.3026,1698.3025,1743.7146,1723.586,1804.6495,1818.8881
3405.9795,3423.69,3551.3828,3505.6794,3735.025,3782.6836
1161.6248,1163.8934,1186.7551,1176.5435,1220.4812,1231.8473
3994.0596,4016.254,4161.7886,4108.6733,4380.443,4444.463
3169.9604,3150.5557,3921.4316,3103.1836,4721.4478,5608.5117
3838.1797,3781.2837,4019.7332,3825.5942,4228.166,4262.627
4889.584,4901.8623,5213.6626,5085.855,5573.2275,5590.1514
14961.232,14955.888,15565.225,15240.733,16224.316,16233.396
5918.162,6016.7485,6637.6313,6437.101,7482.0337,7633.5527
2992.7437,3036.179,3318.7617,3226.7136,3696.355,3747.8765
10423.375,10502.781,11216.905,10941.424,12112.153,12197.919
10358.181,10423.452,11019.73,10808.154,11768.678,11842.387
6579.1416,6690.682,7428.256,7165.9307,8422.209,8594.785
6587.778,6699.407,7438.1787,7175.494,8433.584,8606.516
6952.254,6932.319,6992.3804,6887.724,7101.7256,7247.8135
2525.4624,2531.1516,2580.3794,2558.4617,2644.2676,2648.0764
18731.578,18765.307,19206.664,19017.746,19749.906,19772.545
8250.991,8247.014,8415.591,8333.986,8610.601,8612.235
17764.643,18113.693,20145.02,19509.703,23034.719,23552.93
19494.352,20172.691,23423.867,22407.467,28614.91,29961.625
9162.518,9406.541,10885.472,10468.1,12941.842,13304.925
2783.1028,2858.4263,3282.1987,3155.7808,3880.4453,3993.0205
12194.185,12577.648,14660.165,13998.462,17641.375,18247.52
2141.7537,2183.9822,2412.465,2334.3472,2733.0461,2795.9324
10473.619,10496.627,11093.172,10833.083,11831.983,11909.414
10158.242,10188.561,10450.742,10381.833,10801.456,10858.561
10336.138,10396.564,10934.515,10767.592,11623.292,11706.265
9801.497,9588.199,9716.52,9368.8545,9944.8955,10054.63
11057.084,10487.576,12060.545,10243.147,13510.63,13888.405
10719.053,10841.857,11972.152,11596.967,13393.542,13496.734
13525.145,13701.231,14582.59,14304.56,15854.467,16031.168
10914.75,10977.222,12072.221,11816.434,13571.549,13861.877
10287.908,10371.048,11030.095,10824.672,12008.734,12252.465
10108.852,9998.352,10166.727,9885.03,10363.372,10361.238
10130.684,10057.992,10169.906,9982.226,10270.826,10278.684
10356.632,10397.079,10998.716,10707.693,11707.117,11752.598
10147.925,10040.726,10085.815,9862.236,10232.946,10362.205
10168.267,9952.12,10220.33,9704.726,10561.035,10581.23
10444.703,10567.263,11344.227,11039.949,12392.481,12564.735
9970.406,9750.035,9840.105,9575.358,10047.565,10182.776
10063.007,9860.61,9980.497,9635.863,10259.98,10199.148
10003.368,9916.685,9955.206,9797.1,10107.119,10066.629
10054.94,9989.514,10120.896,9987.269,10325.141,10324.435
10226.93,10258.493,10793.716,10668.066,11524.1455,11636.978
10199.489,10268.749,11112.426,10770.019,12136.941,12210.746
4958.218,4686.2324,5167.0396,4423.274,5524.582,5626.9434
3885.409,3844.9727,4277.371,3260.9744,4902.3105,5407.831
4585.8843,4648.589,5070.463,4907.815,5630.4795,5711.9834
11352.7,10984.133,11495.463,10600.828,12125.594,12178.474
9872.929,9935.23,10805.355,10481.2295,11852.57,11931.213
3731.055,3716.92,3724.8555,3699.5396,3738.7646,3748.3037
1596.2487,1604.6543,1708.2006,1671.6654,1836.117,1861.8857
2629.1367,2570.049,2660.3281,2550.135,2808.0051,2794.3333
10208.179,9773.791,10148.395,9369.107,10612.355,10800.511
9837.491,9636.268,10005.941,9288.978,10417.5205,10309.577
881.96545,724.2925,1009.2308,509.09308,1233.9316,1289.9371
6210.4155,6034.181,6191.018,5759.999,6483.499,6469.947
7936.992,7912.706,8126.4683,8080.084,8492.273,8641.813
1869.804,1789.898,1880.0459,1638.4402,2074.7256,2315.2087
8140.788,8081.8086,8107.5723,8022.7534,8174.986,8260.14
6730.9097,6727.2983,6750.9214,6725.8994,6778.7524,6794.236
6533.7886,6484.186,6506.4224,6410.1313,6558.3057,6629.116
7382.1216,7376.22,7504.824,7422.761,7632.1646,7646.64
6448.353,6441.366,6500.421,6466.1235,6569.577,6571.1724
8770.398,8707.746,8788.858,8596.936,8888.687,8839.865
8134.951,8076.044,8150.905,8039.6167,8235.738,8273.222
8464.381,8427.04,8531.629,8231.16,8711.147,8744.897
1668.7076,1568.8103,1619.9102,1414.9847,1719.0383,1837.4088
8994.601,8918.225,9017.443,8819.884,9160.533,9166.511
3428.7275,3342.571,3394.7485,3266.5884,3468.0264,3505.021
1794.1844,1778.0875,1834.2694,1778.9131,1882.4911,1894.8959
2093.4712,2091.387,2105.4048,2064.6719,2133.528,2167.6343
2102.1677,2040.4279,2091.0493,1974.6405,2166.4875,2207.0825
3158.1821,3125.6675,3184.1753,3019.479,3293.031,3354.8289
1348.3022,1282.5945,1339.4526,1126.7184,1484.4929,1686.4355
2523.3965,2435.439,2516.2227,2369.4653,2653.3,2585.8853
2033.2178,2014.9233,2040.7034,1976.6991,2074.944,2079.0657
2729.884,2670.5654,2719.1833,2560.2434,2793.742,2893.0076
1269.0524,1232.4635,1254.4375,1150.0109,1297.2269,1356.7401
1831.783,1824.5128,1835.0505,1793.9526,1850.3258,1854.3531
1977.989,1931.7391,1961.7396,1881.7532,2026.2834,2130.7048
1641.7267,1628.0114,1636.7983,1609.1897,1654.2369,1663.1217
2243.2964,2174.6855,2203.969,2119.8362,2258.9692,2338.5898
2299.6265,2186.305,2250.8418,1972.2998,2401.4663,2551.4492
1845.1167,1786.6138,1821.1033,1638.249,1906.0562,1983.6926
2508.2588,2487.861,2505.3467,2453.5176,2533.8308,2552.4314
1865.2865,1771.3958,1837.4852,1671.9774,1921.2863,1942.1826
3756.971,3525.112,3632.0903,3214.7397,3798.034,4022.5059
2214.4272,2092.9568,2156.3313,1991.7561,2217.3047,2287.6323
2337.748,2318.27,2375.0156,2343.446,2447.8235,2474.5637
