V1,V2,V3,V4,V5,V6,V7,V8
6879.22,6838.66,6875.43,6829.633,6868.358,6832.263,6907.331,6875.9995
7118.7485,7085.5137,7113.8867,7063.8223,7097.263,7066.0093,7158.554,7125.7383
7220.988,7197.4126,7263.738,7181.4087,7193.4365,7179.0693,7238.1294,7205.5264
7715.9697,7698.991,7722.745,7682.723,7702.6006,7688.3916,7757.091,7729.7817
1003.1408,925.41675,1196.7758,1402.2096,1040.2709,990.09106,1244.36,1453.9225
9887.079,9823.315,9945.054,9976.225,10031.779,9961.144,10068.437,10125.737
3353.7983,3342.7039,3330.8528,3353.0322,3363.476,3354.0967,3341.9827,3365.0957
2619.57,2579.4146,2620.005,2649.8374,2654.1067,2614.6492,2647.83,2681.4338
2501.7092,2479.3833,2490.3855,2511.0854,2516.1008,2494.7454,2503.206,2525.823
2536.3306,2526.1223,2544.6953,2543.4446,2531.0945,2526.2112,2547.0334,2544.9263
1155.9669,1152.5238,1151.5272,1151.1187,1153.4811,1152.0072,1152.8489,1151.3212
3295.2673,3046.0544,3359.7727,3511.2483,3349.0007,3140.0479,3418.4502,3579.9978
1769.6587,1766.0424,1792.1628,1773.8188,1788.0034,1787.5941,1807.0724,1791.8988
12852.318,12713.173,12724.465,12701.445,12951.096,12788.909,12712.394,12682.666
1220.4546,1217.6619,1300.1313,1315.4369,1231.8949,1243.1003,1325.2743,1353.5144
2056.7632,2020.5543,2151.7485,2131.0688,2100.8113,2072.4512,2173.0723,2142.0503
2464.1802,2493.0413,2456.4282,2494.9998,2501.8179,2522.1465,2476.1997,2522.7012
4719.5864,4650.991,4849.329,4774.74,4712.8853,4662.254,4841.5176,4774.2344
5811.6016,5778.876,5853.794,5843.8203,5902.765,5866.598,5929.292,5948.844
6339.6313,6314.001,6305.2505,6373.827,6385.4463,6351.299,6327.591,6398.487
9775.611,9700.092,9793.161,9905.657,9896.985,9819.605,9894.755,10024.906
5099.993,5072.9907,5157.273,5184.025,5058.774,5046.8574,5118.6797,5141.505
6041.6074,5944.336,6125.18,6183.5503,6113.0347,6024.4854,6184.0356,6250.977
