V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
36485.195,36883.68,37289.887,37373.973,37456.293,37494.504,37564.98,37599.246,37954.15,38450.008,37594.16,37615.582,37702.01
3611.927,3657.1892,3709.9011,3718.4653,3730.22,3734.5215,3742.6619,3746.9578,3793.395,3851.9688,3753.226,3755.9312,3765.5305
9559.92,9524.649,9514.643,9522.971,9539.772,9486.45,9539.918,9515.948,9526.743,9621.295,9484.101,9542.355,9546.542
2249.827,2293.0544,2336.079,2352.164,2391.8403,2381.2432,2450.7385,2452.04,2457.1743,2593.9856,2385.6926,2417.7422,2372.1418
1416.1672,1545.52,1718.8677,1789.0719,1929.3586,1827.8712,1883.2037,1768.9161,1826.1777,1977.3243,1566.1606,1631.2985,1619.2461
446.51346,483.55444,548.98206,559.21063,574.3029,584.0428,601.233,597.4446,621.7257,745.61707,557.56256,535.09106,516.52454
2846.4907,2894.489,2952.381,3057.608,3168.5305,3055.206,3193.6606,3122.1155,3080.808,3340.4912,2745.6987,2767.5415,2668.7388
2496.891,2519.115,2506.7864,2607.2202,2720.2368,2476.6846,2680.5227,2488.5413,2454.455,2715.5503,2095.665,2119.139,2074.8958
6659.3804,6547.0215,6530.6577,6511.9673,6552.453,6289.189,6613.585,6351.993,6399.714,6666.29,6010.1104,5938.4287,5861.1655
4926.3413,4860.9385,4822.7417,4835.0063,4906.096,4864.579,4950.408,4920.0527,4915.4556,5012.417,4812.29,4868.0215,4894.5737
331.51715,356.45264,389.8368,389.93616,402.15308,395.24484,402.3693,392.26886,420.98486,463.32092,397.43597,409.5627,409.65057
1033.7428,1037.3579,1043.2623,1044.3976,1055.5093,1051.304,1055.4281,1049.4639,1045.6841,1052.8365,1025.904,1030.844,1036.228
2280.9182,2241.7534,2226.8079,2203.6243,2219.6467,2201.9382,2243.4482,2210.6501,2224.713,2254.9963,2177.591,2207.7517,2202.2783
2275.964,2237.0652,2223.5723,2200.4114,2215.8225,2199.3657,2241.7686,2220.258,2226.9036,2263.1008,2180.0874,2205.184,2199.3628
3996.2231,3689.482,3594.413,3460.7466,3582.3616,3480.0852,3768.9023,3618.9705,3626.2876,3857.9565,3236.1572,3391.2856,3381.271
3996.2231,3689.482,3594.413,3460.7466,3582.3616,3480.0852,3768.9023,3618.9705,3626.2876,3857.9565,3236.1572,3391.2856,3381.271
11912.441,11876.715,11853.942,11883.158,11949.646,11942.87,12004.258,11988.491,11983.757,12077.579,11913.612,11962.75,11975.593
4307.863,4355.6646,4411.2324,4424.945,4450.75,4415.0664,4431.077,4406.909,4458.859,4553.539,4425.0723,4472.596,4467.7534
2612.3813,2723.1997,2923.8113,2804.8984,2975.5103,3174.2031,3333.9321,3289.981,3384.6277,3829.1235,3060.9297,3215.708,3130.9143
